league_name,team,matchday,last5_fulltime_goals_for_mean,last5_fulltime_goals_against_mean,last5_1sthalf_goals_for_mean,last5_1sthalf_goals_against_mean,last5_2ndhalf_goals_for_mean,last5_2ndhalf_goals_against_mean
Bundesliga,RB Leipzig,8,1.2,1.8,0.6,1.2,0.6,0.6
Bundesliga,RB Leipzig,9,1.8,1.4,1.0,0.8,0.8,0.6
Bundesliga,RB Leipzig,10,1.6,1.6,0.8,1.0,0.8,0.6
Bundesliga,RB Leipzig,11,2.2,1.2,1.4,0.6,0.8,0.6
Bundesliga,RB Leipzig,12,2.2,1.8,1.0,0.8,1.2,1.0
Bundesliga,RB Leipzig,13,2.6,1.2,1.2,0.4,1.4,0.8
Bundesliga,RB Leipzig,14,2.4,1.4,1.0,0.4,1.4,1.0
Bundesliga,RB Leipzig,15,2.8,1.4,1.0,0.2,1.8,1.2
Bundesliga,RB Leipzig,16,2.6,1.2,0.6,0.2,2.0,1.0
Bundesliga,RB Leipzig,17,2.2,0.8,0.6,0.2,1.6,0.6
Bundesliga,RB Leipzig,18,3.0,1.0,1.2,0.2,1.8,0.8
Bundesliga,RB Leipzig,19,2.8,1.0,1.2,0.2,1.6,0.8
Bundesliga,RB Leipzig,20,2.2,0.8,1.2,0.2,1.0,0.6
Bundesliga,RB Leipzig,21,2.0,1.0,1.2,0.2,0.8,0.8
Bundesliga,RB Leipzig,22,2.4,0.8,1.4,0.0,1.0,0.8
Bundesliga,RB Leipzig,23,1.6,0.8,1.0,0.0,0.6,0.8
Bundesliga,RB Leipzig,24,1.4,1.0,0.8,0.4,0.6,0.6
Bundesliga,RB Leipzig,25,2.0,1.0,0.8,0.4,1.2,0.6
Bundesliga,RB Leipzig,26,1.8,0.8,0.6,0.4,1.2,0.4
Bundesliga,RB Leipzig,27,1.2,1.4,0.4,0.6,0.8,0.8
Bundesliga,RB Leipzig,28,1.0,1.2,0.2,0.6,0.8,0.6
Bundesliga,RB Leipzig,29,1.4,1.2,0.8,0.4,0.6,0.8
Bundesliga,RB Leipzig,30,0.8,1.6,0.8,0.6,0.0,1.0
Bundesliga,RB Leipzig,31,1.0,1.4,1.0,0.6,0.0,0.8
Bundesliga,RB Leipzig,32,1.2,0.8,1.0,0.4,0.2,0.4
Bundesliga,RB Leipzig,33,1.4,1.0,0.8,0.4,0.6,0.6
Bundesliga,RB Leipzig,34,1.4,0.8,0.2,0.4,1.2,0.4
Bundesliga,SC Freiburg,6,2.0,1.0,0.4,0.2,1.6,0.8
Bundesliga,SC Freiburg,7,1.2,1.0,0.4,0.2,0.8,0.8
Bundesliga,SC Freiburg,8,1.0,0.4,0.2,0.2,0.8,0.2
Bundesliga,SC Freiburg,9,1.2,0.6,0.4,0.2,0.8,0.4
Bundesliga,SC Freiburg,10,1.4,1.0,0.6,0.4,0.8,0.6
Bundesliga,SC Freiburg,11,0.8,1.6,0.6,0.6,0.2,1.0
Bundesliga,SC Freiburg,12,1.2,1.6,0.6,0.6,0.6,1.0
Bundesliga,SC Freiburg,13,1.6,1.6,0.8,0.6,0.8,1.0
Bundesliga,SC Freiburg,14,1.6,1.4,0.4,0.6,1.2,0.8
Bundesliga,SC Freiburg,15,1.4,1.6,0.2,0.4,1.2,1.2
Bundesliga,SC Freiburg,16,2.2,0.8,1.0,0.0,1.2,0.8
Bundesliga,SC Freiburg,17,1.8,2.0,1.0,0.6,0.8,1.4
Bundesliga,SC Freiburg,18,1.6,2.2,0.8,0.8,0.8,1.4
Bundesliga,SC Freiburg,19,1.8,2.4,1.2,1.0,0.6,1.4
Bundesliga,SC Freiburg,20,1.8,2.8,1.4,1.2,0.4,1.6
Bundesliga,SC Freiburg,21,1.4,2.8,0.6,1.4,0.8,1.4
Bundesliga,SC Freiburg,22,1.8,1.6,0.8,0.8,1.0,0.8
Bundesliga,SC Freiburg,23,1.8,1.6,1.0,0.6,0.8,1.0
Bundesliga,SC Freiburg,24,1.2,1.4,0.6,0.4,0.6,1.0
Bundesliga,SC Freiburg,25,1.4,0.6,0.6,0.2,0.8,0.4
Bundesliga,SC Freiburg,26,1.2,0.6,0.6,0.0,0.6,0.6
Bundesliga,SC Freiburg,27,1.0,0.8,0.4,0.0,0.6,0.8
Bundesliga,SC Freiburg,28,0.8,0.8,0.2,0.0,0.6,0.8
Bundesliga,SC Freiburg,29,1.2,1.0,0.2,0.0,1.0,1.0
Bundesliga,SC Freiburg,30,1.6,0.8,0.4,0.0,1.2,0.8
Bundesliga,SC Freiburg,31,1.6,0.6,0.4,0.0,1.2,0.6
Bundesliga,SC Freiburg,32,1.4,0.6,0.4,0.0,1.0,0.6
Bundesliga,SC Freiburg,33,1.8,1.2,0.4,0.6,1.4,0.6
Bundesliga,SC Freiburg,34,1.8,1.0,0.4,0.6,1.4,0.4
Bundesliga,SV Werder Bremen,6,2.4,2.0,1.0,1.2,1.4,0.8
Bundesliga,SV Werder Bremen,7,2.0,1.8,0.6,1.0,1.4,0.8
Bundesliga,SV Werder Bremen,8,1.8,1.6,0.4,0.8,1.4,0.8
Bundesliga,SV Werder Bremen,9,2.2,1.4,1.2,0.6,1.0,0.8
Bundesliga,SV Werder Bremen,10,2.0,0.8,1.0,0.2,1.0,0.6
Bundesliga,SV Werder Bremen,11,1.6,1.2,1.0,0.4,0.6,0.8
Bundesliga,SV Werder Bremen,12,1.6,1.4,1.0,0.4,0.6,1.0
Bundesliga,SV Werder Bremen,13,1.6,1.2,1.0,0.4,0.6,0.8
Bundesliga,SV Werder Bremen,14,1.0,1.2,0.4,0.4,0.6,0.8
Bundesliga,SV Werder Bremen,15,0.8,2.2,0.4,1.0,0.4,1.2
Bundesliga,SV Werder Bremen,16,1.0,2.2,0.4,1.0,0.6,1.2
Bundesliga,SV Werder Bremen,17,1.2,3.2,0.6,2.0,0.6,1.2
Bundesliga,SV Werder Bremen,18,1.2,3.6,0.8,2.2,0.4,1.4
Bundesliga,SV Werder Bremen,19,1.2,3.6,0.8,2.2,0.4,1.4
Bundesliga,SV Werder Bremen,20,1.4,2.4,0.6,1.4,0.8,1.0
Bundesliga,SV Werder Bremen,21,1.2,2.4,0.6,1.2,0.6,1.2
Bundesliga,SV Werder Bremen,22,1.0,1.4,0.4,0.4,0.6,1.0
Bundesliga,SV Werder Bremen,23,1.4,1.0,0.6,0.2,0.8,0.8
Bundesliga,SV Werder Bremen,24,1.2,1.2,0.6,0.4,0.6,0.8
Bundesliga,SV Werder Bremen,25,1.2,1.8,0.8,0.6,0.4,1.2
Bundesliga,SV Werder Bremen,26,1.6,1.8,0.8,0.6,0.8,1.2
Bundesliga,SV Werder Bremen,27,1.8,1.8,0.8,0.4,1.0,1.4
Bundesliga,SV Werder Bremen,28,1.6,2.2,0.4,0.4,1.2,1.8
Bundesliga,SV Werder Bremen,29,1.6,2.2,0.2,0.2,1.4,2.0
Bundesliga,SV Werder Bremen,30,2.0,2.0,0.4,0.0,1.6,2.0
Bundesliga,SV Werder Bremen,31,1.8,2.0,0.6,0.0,1.2,2.0
Bundesliga,SV Werder Bremen,32,1.8,2.0,0.6,0.0,1.2,2.0
Bundesliga,SV Werder Bremen,33,1.6,2.0,0.6,0.0,1.0,2.0
Bundesliga,SV Werder Bremen,34,1.6,1.8,0.6,0.2,1.0,1.6
Bundesliga,TSG 1899 Hoffenheim,6,1.6,1.2,1.2,0.8,0.4,0.4
Bundesliga,TSG 1899 Hoffenheim,7,2.2,0.8,1.0,0.6,1.2,0.2
Bundesliga,TSG 1899 Hoffenheim,8,1.6,0.4,0.6,0.2,1.0,0.2
Bundesliga,TSG 1899 Hoffenheim,9,1.2,0.6,0.4,0.4,0.8,0.2
Bundesliga,TSG 1899 Hoffenheim,10,1.2,1.0,0.4,0.6,0.8,0.4
Bundesliga,TSG 1899 Hoffenheim,11,1.8,0.8,0.8,0.4,1.0,0.4
Bundesliga,TSG 1899 Hoffenheim,12,1.0,1.0,0.8,0.8,0.2,0.2
Bundesliga,TSG 1899 Hoffenheim,13,1.2,1.2,1.0,1.0,0.2,0.2
Bundesliga,TSG 1899 Hoffenheim,14,1.2,1.6,0.8,1.0,0.4,0.6
Bundesliga,TSG 1899 Hoffenheim,15,1.4,2.0,0.8,1.4,0.6,0.6
Bundesliga,TSG 1899 Hoffenheim,16,1.0,2.4,0.6,1.6,0.4,0.8
Bundesliga,TSG 1899 Hoffenheim,17,1.2,2.6,0.8,1.2,0.4,1.4
Bundesliga,TSG 1899 Hoffenheim,18,1.4,2.8,0.8,1.2,0.6,1.6
Bundesliga,TSG 1899 Hoffenheim,19,1.4,3.0,0.8,1.4,0.6,1.6
Bundesliga,TSG 1899 Hoffenheim,20,1.4,3.2,0.6,1.4,0.8,1.8
Bundesliga,TSG 1899 Hoffenheim,21,1.4,3.4,0.4,1.4,1.0,2.0
Bundesliga,TSG 1899 Hoffenheim,22,1.2,3.0,0.2,1.4,1.0,1.6
Bundesliga,TSG 1899 Hoffenheim,23,0.8,2.8,0.0,1.4,0.8,1.4
Bundesliga,TSG 1899 Hoffenheim,24,0.6,2.2,0.0,1.2,0.6,1.0
Bundesliga,TSG 1899 Hoffenheim,25,0.4,1.6,0.0,0.8,0.4,0.8
Bundesliga,TSG 1899 Hoffenheim,26,0.8,1.2,0.4,0.6,0.4,0.6
Bundesliga,TSG 1899 Hoffenheim,27,1.2,1.2,0.4,0.6,0.8,0.6
Bundesliga,TSG 1899 Hoffenheim,28,1.6,1.0,0.6,0.4,1.0,0.6
Bundesliga,TSG 1899 Hoffenheim,29,1.8,1.0,0.6,0.4,1.2,0.6
Bundesliga,TSG 1899 Hoffenheim,30,1.8,1.2,0.6,0.6,1.2,0.6
Bundesliga,TSG 1899 Hoffenheim,31,1.2,1.2,0.2,0.8,1.0,0.4
Bundesliga,TSG 1899 Hoffenheim,32,1.4,1.2,0.8,0.8,0.6,0.4
Bundesliga,TSG 1899 Hoffenheim,33,1.2,1.6,0.6,1.0,0.6,0.6
Bundesliga,TSG 1899 Hoffenheim,34,1.8,1.8,1.0,1.0,0.8,0.8
Bundesliga,VfB Stuttgart,6,0.8,1.0,0.6,0.8,0.2,0.2
Bundesliga,VfB Stuttgart,7,1.0,1.2,0.4,0.8,0.6,0.4
Bundesliga,VfB Stuttgart,8,0.8,1.4,0.2,0.8,0.6,0.6
Bundesliga,VfB Stuttgart,9,1.2,1.8,0.6,1.0,0.6,0.8
Bundesliga,VfB Stuttgart,10,1.2,2.0,0.6,1.0,0.6,1.0
Bundesliga,VfB Stuttgart,11,1.8,2.0,0.8,1.0,1.0,1.0
Bundesliga,VfB Stuttgart,12,1.4,2.6,0.8,1.4,0.6,1.2
Bundesliga,VfB Stuttgart,13,1.6,2.2,1.0,1.4,0.6,0.8
Bundesliga,VfB Stuttgart,14,1.4,2.2,0.8,1.4,0.6,0.8
Bundesliga,VfB Stuttgart,15,1.8,2.2,1.0,1.6,0.8,0.6
Bundesliga,VfB Stuttgart,16,1.0,2.4,0.6,1.6,0.4,0.8
Bundesliga,VfB Stuttgart,17,1.2,1.6,0.8,1.2,0.4,0.4
Bundesliga,VfB Stuttgart,18,1.2,1.8,0.8,1.2,0.4,0.6
Bundesliga,VfB Stuttgart,19,1.2,1.6,0.6,1.0,0.6,0.6
Bundesliga,VfB Stuttgart,20,0.8,1.8,0.4,0.8,0.4,1.0
Bundesliga,VfB Stuttgart,21,1.0,1.8,0.6,0.6,0.4,1.2
Bundesliga,VfB Stuttgart,22,1.4,1.6,0.6,0.4,0.8,1.2
Bundesliga,VfB Stuttgart,23,1.2,1.6,0.4,0.6,0.8,1.0
Bundesliga,VfB Stuttgart,24,1.2,1.6,0.4,0.6,0.8,1.0
Bundesliga,VfB Stuttgart,25,1.4,1.4,0.4,0.6,1.0,0.8
Bundesliga,VfB Stuttgart,26,1.2,1.2,0.2,0.6,1.0,0.6
Bundesliga,VfB Stuttgart,27,0.6,1.8,0.0,0.6,0.6,1.2
Bundesliga,VfB Stuttgart,28,1.0,1.8,0.2,0.2,0.8,1.6
Bundesliga,VfB Stuttgart,29,1.4,2.0,0.2,0.4,1.2,1.6
Bundesliga,VfB Stuttgart,30,1.4,2.0,0.2,0.6,1.2,1.4
Bundesliga,VfB Stuttgart,31,1.8,2.0,0.4,0.6,1.4,1.4
Bundesliga,VfB Stuttgart,32,2.0,1.8,0.6,1.0,1.4,0.8
Bundesliga,VfB Stuttgart,33,1.6,1.6,0.4,1.0,1.2,0.6
Bundesliga,VfB Stuttgart,34,1.8,1.2,0.6,0.8,1.2,0.4
Bundesliga,VfL Bochum 1848,6,0.6,3.0,0.6,1.4,0.0,1.6
Bundesliga,VfL Bochum 1848,7,0.6,3.2,0.4,1.4,0.2,1.8
Bundesliga,VfL Bochum 1848,8,0.4,2.8,0.2,1.0,0.2,1.8
Bundesliga,VfL Bochum 1848,9,0.4,2.2,0.2,0.6,0.2,1.6
Bundesliga,VfL Bochum 1848,10,1.0,2.0,0.2,0.6,0.8,1.4
Bundesliga,VfL Bochum 1848,11,1.2,2.4,0.4,1.0,0.8,1.4
Bundesliga,VfL Bochum 1848,12,1.4,2.0,0.6,0.8,0.8,1.2
Bundesliga,VfL Bochum 1848,13,1.2,2.6,0.4,1.2,0.8,1.4
Bundesliga,VfL Bochum 1848,14,1.2,2.4,0.4,1.4,0.8,1.0
Bundesliga,VfL Bochum 1848,15,1.0,2.6,0.8,1.4,0.2,1.2
Bundesliga,VfL Bochum 1848,16,1.0,1.8,0.6,1.0,0.4,0.8
Bundesliga,VfL Bochum 1848,17,1.2,1.8,0.8,1.0,0.4,0.8
Bundesliga,VfL Bochum 1848,18,1.2,1.4,0.8,0.8,0.4,0.6
Bundesliga,VfL Bochum 1848,19,1.6,1.8,0.8,0.8,0.8,1.0
Bundesliga,VfL Bochum 1848,20,2.2,2.0,1.0,0.8,1.2,1.2
Bundesliga,VfL Bochum 1848,21,2.0,2.6,1.0,1.0,1.0,1.6
Bundesliga,VfL Bochum 1848,22,1.4,2.8,0.6,1.2,0.8,1.6
Bundesliga,VfL Bochum 1848,23,1.4,3.0,0.6,1.4,0.8,1.6
Bundesliga,VfL Bochum 1848,24,1.0,2.4,0.6,1.0,0.4,1.4
Bundesliga,VfL Bochum 1848,25,0.4,2.0,0.2,1.0,0.2,1.0
Bundesliga,VfL Bochum 1848,26,0.6,1.4,0.2,0.8,0.4,0.6
Bundesliga,VfL Bochum 1848,27,0.8,1.2,0.4,0.8,0.4,0.4
Bundesliga,VfL Bochum 1848,28,1.2,1.2,0.4,0.6,0.8,0.6
Bundesliga,VfL Bochum 1848,29,1.4,1.0,0.4,0.6,1.0,0.4
Bundesliga,VfL Bochum 1848,30,1.2,2.0,0.2,1.2,1.0,0.8
Bundesliga,VfL Bochum 1848,31,1.2,2.2,0.4,1.4,0.8,0.8
Bundesliga,VfL Bochum 1848,32,1.0,2.4,0.2,1.4,0.8,1.0
Bundesliga,VfL Bochum 1848,33,1.2,2.2,0.4,1.4,0.8,0.8
Bundesliga,VfL Bochum 1848,34,1.2,2.2,0.4,1.2,0.8,1.0
Bundesliga,VfL Wolfsburg,6,0.8,2.0,0.4,1.6,0.4,0.4
Bundesliga,VfL Wolfsburg,7,0.6,1.6,0.2,1.2,0.4,0.4
Bundesliga,VfL Wolfsburg,8,0.6,1.6,0.2,0.8,0.4,0.8
Bundesliga,VfL Wolfsburg,9,1.2,2.0,0.6,1.2,0.6,0.8
Bundesliga,VfL Wolfsburg,10,1.4,1.8,0.8,1.0,0.6,0.8
Bundesliga,VfL Wolfsburg,11,1.4,1.4,0.8,0.6,0.6,0.8
Bundesliga,VfL Wolfsburg,12,1.6,1.8,1.0,0.8,0.6,1.0
Bundesliga,VfL Wolfsburg,13,2.4,1.4,1.4,0.8,1.0,0.6
Bundesliga,VfL Wolfsburg,14,2.4,1.0,1.2,0.4,1.2,0.6
Bundesliga,VfL Wolfsburg,15,2.6,0.8,1.2,0.4,1.4,0.4
Bundesliga,VfL Wolfsburg,16,2.6,0.6,1.2,0.4,1.4,0.2
Bundesliga,VfL Wolfsburg,17,3.4,0.2,1.6,0.2,1.8,0.0
Bundesliga,VfL Wolfsburg,18,3.6,0.2,1.8,0.2,1.8,0.0
Bundesliga,VfL Wolfsburg,19,3.2,0.6,1.6,0.4,1.6,0.2
Bundesliga,VfL Wolfsburg,20,3.2,1.4,1.6,1.0,1.6,0.4
Bundesliga,VfL Wolfsburg,21,2.8,1.2,1.4,0.8,1.4,0.4
Bundesliga,VfL Wolfsburg,22,1.6,1.8,0.8,1.0,0.8,0.8
Bundesliga,VfL Wolfsburg,23,1.0,1.8,0.4,1.0,0.6,0.8
Bundesliga,VfL Wolfsburg,24,1.2,1.8,0.8,1.2,0.4,0.6
Bundesliga,VfL Wolfsburg,25,1.0,1.2,0.6,0.6,0.4,0.6
Bundesliga,VfL Wolfsburg,26,1.2,1.2,0.6,0.6,0.6,0.6
Bundesliga,VfL Wolfsburg,27,1.6,1.0,0.6,0.8,1.0,0.2
Bundesliga,VfL Wolfsburg,28,1.2,1.4,0.4,1.0,0.8,0.4
Bundesliga,VfL Wolfsburg,29,0.8,1.0,0.0,0.6,0.8,0.4
Bundesliga,VfL Wolfsburg,30,1.6,1.0,0.6,0.6,1.0,0.4
Bundesliga,VfL Wolfsburg,31,2.0,1.0,1.2,0.6,0.8,0.4
Bundesliga,VfL Wolfsburg,32,1.6,1.8,1.2,0.8,0.4,1.0
Bundesliga,VfL Wolfsburg,33,2.0,1.6,1.4,0.6,0.6,1.0
Bundesliga,VfL Wolfsburg,34,2.0,2.0,1.4,0.6,0.6,1.4
Eredivisie,AFC Ajax,6,3.2,0.6,1.6,0.4,1.6,0.2
Eredivisie,AFC Ajax,7,3.6,0.2,2.0,0.2,1.6,0.0
Eredivisie,AFC Ajax,8,2.6,0.4,1.6,0.4,1.0,0.0
Eredivisie,AFC Ajax,9,2.6,0.6,1.6,0.4,1.0,0.2
Eredivisie,AFC Ajax,10,3.0,1.0,1.6,0.4,1.4,0.6
Eredivisie,AFC Ajax,11,3.6,1.2,1.8,0.4,1.8,0.8
Eredivisie,AFC Ajax,12,3.4,1.4,1.6,0.6,1.8,0.8
Eredivisie,AFC Ajax,13,3.6,1.4,1.6,0.4,2.0,1.0
Eredivisie,AFC Ajax,14,3.6,1.6,1.4,0.6,2.2,1.0
Eredivisie,AFC Ajax,15,3.4,1.8,1.6,0.8,1.8,1.0
Eredivisie,AFC Ajax,16,2.2,1.8,1.2,0.8,1.0,1.0
Eredivisie,AFC Ajax,17,1.4,1.6,1.0,0.6,0.4,1.0
Eredivisie,AFC Ajax,18,1.2,1.4,0.8,0.6,0.4,0.8
Eredivisie,AFC Ajax,19,1.2,1.2,0.8,0.4,0.4,0.8
Eredivisie,AFC Ajax,20,1.4,0.8,0.6,0.4,0.8,0.4
Eredivisie,AFC Ajax,21,2.2,0.6,0.8,0.4,1.4,0.2
Eredivisie,AFC Ajax,22,2.8,0.8,0.8,0.6,2.0,0.2
Eredivisie,AFC Ajax,23,3.4,0.6,1.2,0.4,2.2,0.2
Eredivisie,AFC Ajax,24,3.6,0.6,1.4,0.6,2.2,0.0
Eredivisie,AFC Ajax,25,3.0,0.4,1.0,0.4,2.0,0.0
Eredivisie,AFC Ajax,26,2.8,0.8,1.2,0.6,1.6,0.2
Eredivisie,AFC Ajax,27,2.6,1.2,1.6,0.6,1.0,0.6
Eredivisie,AFC Ajax,28,1.8,1.2,1.2,0.6,0.6,0.6
Eredivisie,AFC Ajax,29,2.2,1.0,1.4,0.4,0.8,0.6
Eredivisie,AFC Ajax,30,2.6,1.2,1.8,0.4,0.8,0.8
Eredivisie,AFC Ajax,31,1.8,1.4,1.2,0.4,0.6,1.0
Eredivisie,AFC Ajax,32,1.4,0.8,0.8,0.2,0.6,0.6
Eredivisie,AFC Ajax,33,2.0,1.2,1.0,0.4,1.0,0.8
Eredivisie,AFC Ajax,34,1.8,1.4,0.8,0.4,1.0,1.0
Eredivisie,AZ,6,2.0,0.6,0.8,0.2,1.2,0.4
Eredivisie,AZ,7,1.8,0.8,0.8,0.2,1.0,0.6
Eredivisie,AZ,8,1.6,0.6,1.0,0.2,0.6,0.4
Eredivisie,AZ,9,2.2,0.6,1.4,0.4,0.8,0.2
Eredivisie,AZ,10,2.4,0.8,1.6,0.4,0.8,0.4
Eredivisie,AZ,11,2.0,1.4,1.2,0.6,0.8,0.8
Eredivisie,AZ,12,2.0,1.6,1.2,1.0,0.8,0.6
Eredivisie,AZ,13,2.0,1.6,1.2,0.8,0.8,0.8
Eredivisie,AZ,14,1.4,2.0,1.0,0.8,0.4,1.2
Eredivisie,AZ,15,1.2,1.8,1.0,0.8,0.2,1.0
Eredivisie,AZ,16,1.2,1.4,0.8,0.6,0.4,0.8
Eredivisie,AZ,17,1.4,1.0,1.0,0.2,0.4,0.8
Eredivisie,AZ,18,1.6,1.0,1.0,0.4,0.6,0.6
Eredivisie,AZ,19,2.2,0.6,1.0,0.2,1.2,0.4
Eredivisie,AZ,20,3.0,1.6,1.4,0.8,1.6,0.8
Eredivisie,AZ,21,3.0,1.6,1.4,0.8,1.6,0.8
Eredivisie,AZ,22,3.6,1.6,2.2,0.8,1.4,0.8
Eredivisie,AZ,23,3.2,1.8,2.0,0.8,1.2,1.0
Eredivisie,AZ,24,2.8,1.8,2.0,0.8,0.8,1.0
Eredivisie,AZ,25,2.0,0.8,1.6,0.2,0.4,0.6
Eredivisie,AZ,26,2.0,0.6,1.8,0.2,0.2,0.4
Eredivisie,AZ,27,1.2,1.0,0.8,0.6,0.4,0.4
Eredivisie,AZ,28,1.2,0.8,0.6,0.6,0.6,0.2
Eredivisie,AZ,29,0.8,0.8,0.4,0.8,0.4,0.0
Eredivisie,AZ,30,1.2,0.8,0.6,0.8,0.6,0.0
Eredivisie,AZ,31,1.6,0.8,0.6,0.8,1.0,0.0
Eredivisie,AZ,32,1.4,0.4,0.6,0.4,0.8,0.0
Eredivisie,AZ,33,2.2,0.4,1.6,0.2,0.6,0.2
Eredivisie,AZ,34,2.8,0.2,2.0,0.0,0.8,0.2
Eredivisie,FC Emmen,6,1.0,2.8,0.2,1.6,0.8,1.2
Eredivisie,FC Emmen,7,1.0,2.4,0.4,1.0,0.6,1.4
Eredivisie,FC Emmen,8,0.8,2.6,0.4,1.2,0.4,1.4
Eredivisie,FC Emmen,9,0.2,2.2,0.2,0.8,0.0,1.4
Eredivisie,FC Emmen,10,0.4,2.0,0.2,1.0,0.2,1.0
Eredivisie,FC Emmen,11,0.6,1.6,0.2,0.4,0.4,1.2
Eredivisie,FC Emmen,12,0.6,1.6,0.0,0.8,0.6,0.8
Eredivisie,FC Emmen,13,0.6,1.2,0.0,0.6,0.6,0.6
Eredivisie,FC Emmen,14,0.8,1.2,0.0,0.6,0.8,0.6
Eredivisie,FC Emmen,15,1.2,1.2,0.2,1.0,1.0,0.2
Eredivisie,FC Emmen,16,1.0,1.4,0.2,1.2,0.8,0.2
Eredivisie,FC Emmen,17,0.8,1.0,0.2,0.8,0.6,0.2
Eredivisie,FC Emmen,18,1.0,1.6,0.4,1.2,0.6,0.4
Eredivisie,FC Emmen,19,1.0,1.6,0.6,1.2,0.4,0.4
Eredivisie,FC Emmen,20,0.4,1.4,0.4,1.0,0.0,0.4
Eredivisie,FC Emmen,21,0.8,1.4,0.6,1.2,0.2,0.2
Eredivisie,FC Emmen,22,0.8,1.6,0.6,1.2,0.2,0.4
Eredivisie,FC Emmen,23,0.8,1.2,0.6,1.0,0.2,0.2
Eredivisie,FC Emmen,24,1.0,1.6,0.6,1.2,0.4,0.4
Eredivisie,FC Emmen,25,1.2,1.8,0.6,0.8,0.6,1.0
Eredivisie,FC Emmen,26,1.2,1.4,0.4,0.4,0.8,1.0
Eredivisie,FC Emmen,27,1.2,1.6,0.4,0.6,0.8,1.0
Eredivisie,FC Emmen,28,1.4,1.6,0.2,0.4,1.2,1.2
Eredivisie,FC Emmen,29,1.0,1.2,0.0,0.2,1.0,1.0
Eredivisie,FC Emmen,30,1.0,1.2,0.0,0.6,1.0,0.6
Eredivisie,FC Emmen,31,1.2,1.6,0.0,0.8,1.2,0.8
Eredivisie,FC Emmen,32,1.2,1.8,0.0,0.6,1.2,1.2
Eredivisie,FC Emmen,33,1.0,2.6,0.0,1.6,1.0,1.0
Eredivisie,FC Emmen,34,1.2,3.2,0.2,1.8,1.0,1.4
Eredivisie,FC Groningen,6,1.0,2.0,0.8,0.8,0.2,1.2
Eredivisie,FC Groningen,7,0.8,1.6,0.4,0.6,0.4,1.0
Eredivisie,FC Groningen,8,0.8,0.8,0.2,0.0,0.6,0.8
Eredivisie,FC Groningen,9,0.8,1.6,0.2,0.4,0.6,1.2
Eredivisie,FC Groningen,10,1.0,2.0,0.4,0.6,0.6,1.4
Eredivisie,FC Groningen,11,1.0,2.4,0.4,0.6,0.6,1.8
Eredivisie,FC Groningen,12,1.6,2.8,1.0,0.8,0.6,2.0
Eredivisie,FC Groningen,13,1.4,2.4,1.0,0.8,0.4,1.6
Eredivisie,FC Groningen,14,1.4,2.0,1.0,0.4,0.4,1.6
Eredivisie,FC Groningen,15,1.4,2.0,1.0,0.2,0.4,1.8
Eredivisie,FC Groningen,16,1.4,1.6,1.0,0.2,0.4,1.4
Eredivisie,FC Groningen,17,0.6,1.8,0.4,0.4,0.2,1.4
Eredivisie,FC Groningen,18,0.8,2.4,0.6,0.6,0.2,1.8
Eredivisie,FC Groningen,19,0.6,2.2,0.4,0.6,0.2,1.6
Eredivisie,FC Groningen,20,0.6,2.2,0.2,0.8,0.4,1.4
Eredivisie,FC Groningen,21,0.8,2.2,0.2,1.0,0.6,1.2
Eredivisie,FC Groningen,22,0.8,2.8,0.2,0.8,0.6,2.0
Eredivisie,FC Groningen,23,0.8,2.4,0.2,0.8,0.6,1.6
Eredivisie,FC Groningen,24,1.4,2.2,0.4,0.8,1.0,1.4
Eredivisie,FC Groningen,25,1.0,1.8,0.4,0.6,0.6,1.2
Eredivisie,FC Groningen,26,0.8,1.8,0.4,0.6,0.4,1.2
Eredivisie,FC Groningen,27,0.8,1.0,0.4,0.8,0.4,0.2
Eredivisie,FC Groningen,28,0.8,1.4,0.2,1.0,0.6,0.4
Eredivisie,FC Groningen,29,0.4,1.8,0.2,1.2,0.2,0.6
Eredivisie,FC Groningen,30,0.6,2.0,0.2,1.2,0.4,0.8
Eredivisie,FC Groningen,31,0.6,2.0,0.2,1.0,0.4,1.0
Eredivisie,FC Groningen,32,0.8,1.8,0.4,0.8,0.4,1.0
Eredivisie,FC Groningen,33,1.0,1.8,0.6,0.6,0.4,1.2
Eredivisie,FC Groningen,34,0.8,2.6,0.4,0.8,0.4,1.8
Eredivisie,FC Twente '65,6,2.0,0.4,1.2,0.0,0.8,0.4
Eredivisie,FC Twente '65,7,2.0,0.6,1.2,0.0,0.8,0.6
Eredivisie,FC Twente '65,8,1.6,1.0,1.0,0.4,0.6,0.6
Eredivisie,FC Twente '65,9,1.4,1.0,0.8,0.4,0.6,0.6
Eredivisie,FC Twente '65,10,1.4,1.2,0.8,0.6,0.6,0.6
Eredivisie,FC Twente '65,11,1.6,1.0,0.4,0.6,1.2,0.4
Eredivisie,FC Twente '65,12,1.6,0.8,0.4,0.6,1.2,0.2
Eredivisie,FC Twente '65,13,2.0,0.4,0.6,0.2,1.4,0.2
Eredivisie,FC Twente '65,14,1.6,0.6,0.6,0.2,1.0,0.4
Eredivisie,FC Twente '65,15,1.8,0.4,0.6,0.0,1.2,0.4
Eredivisie,FC Twente '65,16,1.6,0.4,0.8,0.0,0.8,0.4
Eredivisie,FC Twente '65,17,1.4,0.4,0.8,0.0,0.6,0.4
Eredivisie,FC Twente '65,18,1.2,0.4,0.6,0.0,0.6,0.4
