league_name,team,matchday,last5_fulltime_goals_for_mean,last5_fulltime_goals_against_mean,last5_1sthalf_goals_for_mean,last5_1sthalf_goals_against_mean,last5_2ndhalf_goals_for_mean,last5_2ndhalf_goals_against_mean
Premier League,Manchester United FC,7,1.4,1.2,0.6,0.8,0.8,0.4
Premier League,Manchester United FC,8,1.6,0.6,0.8,0.0,0.8,0.6
Premier League,Manchester United FC,9,1.6,0.8,0.6,0.2,1.0,0.6
Premier League,Manchester United FC,10,2.0,2.0,0.6,1.0,1.4,1.0
Premier League,Manchester United FC,11,2.2,2.2,0.8,1.2,1.4,1.0
Premier League,Manchester United FC,12,1.6,2.0,0.6,1.2,1.0,0.8
Premier League,Manchester United FC,13,1.8,1.8,0.4,1.2,1.4,0.6
Premier League,Manchester United FC,14,1.6,1.6,0.4,1.0,1.2,0.6
Premier League,Manchester United FC,15,1.2,0.4,0.6,0.2,0.6,0.2
Premier League,Manchester United FC,16,1.0,0.8,0.4,0.4,0.6,0.4
Premier League,Manchester United FC,17,1.4,1.0,0.6,0.4,0.8,0.6
Premier League,Manchester United FC,18,1.6,1.0,1.0,0.4,0.6,0.6
Premier League,Manchester United FC,19,1.6,0.8,1.0,0.4,0.6,0.4
Premier League,Manchester United FC,20,2.0,0.8,1.0,0.4,1.0,0.4
Premier League,Manchester United FC,21,2.2,0.4,0.8,0.0,1.4,0.4
Premier League,Manchester United FC,22,2.2,0.8,0.8,0.2,1.4,0.6
Premier League,Manchester United FC,23,2.0,1.0,0.6,0.2,1.4,0.8
Premier League,Manchester United FC,24,2.2,1.0,0.6,0.2,1.6,0.8
Premier League,Manchester United FC,25,2.2,1.0,0.6,0.2,1.6,0.8
Premier League,Manchester United FC,26,2.0,0.8,0.8,0.2,1.2,0.6
Premier League,Manchester United FC,27,1.6,1.6,0.6,0.2,1.0,1.4
Premier League,Manchester United FC,28,1.2,1.4,0.4,0.2,0.8,1.2
Premier League,Manchester United FC,29,0.8,1.6,0.4,0.2,0.4,1.4
Premier League,Manchester United FC,30,0.2,2.0,0.2,0.2,0.0,1.8
Premier League,Manchester United FC,31,0.4,2.0,0.2,0.2,0.2,1.8
Premier League,Manchester United FC,32,0.8,0.6,0.4,0.0,0.4,0.6
Premier League,Manchester United FC,33,1.6,0.8,0.8,0.0,0.8,0.8
Premier League,Manchester United FC,34,2.0,1.0,1.2,0.0,0.8,1.0
Premier League,Manchester United FC,35,2.2,0.6,1.4,0.0,0.8,0.6
Premier League,Manchester United FC,36,1.8,0.8,1.2,0.2,0.6,0.6
Premier League,Manchester United FC,37,1.8,0.8,1.2,0.2,0.6,0.6
Premier League,Manchester United FC,38,1.2,0.6,1.0,0.2,0.2,0.4
Premier League,Newcastle United FC,6,1.4,1.2,0.6,0.4,0.8,0.8
Premier League,Newcastle United FC,7,1.0,1.2,0.6,0.4,0.4,0.8
Premier League,Newcastle United FC,8,2.0,1.4,1.0,0.6,1.0,0.8
Premier League,Newcastle United FC,9,1.6,1.0,0.6,0.4,1.0,0.6
Premier League,Newcastle United FC,10,2.2,1.0,1.2,0.2,1.0,0.8
Premier League,Newcastle United FC,11,3.0,0.8,1.4,0.2,1.6,0.6
Premier League,Newcastle United FC,12,3.0,0.8,1.4,0.2,1.6,0.6
Premier League,Newcastle United FC,13,2.2,0.6,1.2,0.0,1.0,0.6
Premier League,Newcastle United FC,14,2.4,0.6,1.6,0.0,0.8,0.6
Premier League,Newcastle United FC,15,2.4,0.4,1.2,0.0,1.2,0.4
Premier League,Newcastle United FC,16,2.2,0.4,1.0,0.0,1.2,0.4
Premier League,Newcastle United FC,17,2.4,0.4,1.0,0.0,1.4,0.4
Premier League,Newcastle United FC,18,2.8,0.4,1.4,0.0,1.4,0.4
Premier League,Newcastle United FC,19,2.4,0.2,1.0,0.0,1.4,0.2
Premier League,Newcastle United FC,20,1.6,0.2,0.8,0.0,0.8,0.2
Premier League,Newcastle United FC,21,1.0,0.0,0.6,0.0,0.4,0.0
Premier League,Newcastle United FC,22,0.8,0.0,0.6,0.0,0.2,0.0
Premier League,Newcastle United FC,23,0.4,0.2,0.2,0.2,0.2,0.0
Premier League,Newcastle United FC,24,0.6,0.4,0.4,0.4,0.2,0.0
Premier League,Newcastle United FC,25,0.6,0.8,0.4,0.8,0.2,0.0
Premier League,Newcastle United FC,26,1.2,1.0,0.8,0.8,0.4,0.2
Premier League,Newcastle United FC,27,1.2,1.4,0.8,1.0,0.4,0.4
Premier League,Newcastle United FC,28,1.4,1.4,0.8,0.8,0.6,0.6
Premier League,Newcastle United FC,29,1.6,1.4,0.8,0.8,0.8,0.6
Premier League,Newcastle United FC,30,2.0,1.0,0.8,0.4,1.2,0.6
Premier League,Newcastle United FC,31,1.6,1.0,0.4,0.6,1.2,0.4
Premier League,Newcastle United FC,32,1.6,1.2,0.4,0.6,1.2,0.6
Premier League,Newcastle United FC,33,2.4,1.2,1.2,0.6,1.2,0.6
Premier League,Newcastle United FC,34,2.8,1.2,1.2,0.4,1.6,0.8
Premier League,Newcastle United FC,35,3.0,1.4,1.2,0.6,1.8,0.8
Premier League,Newcastle United FC,36,2.6,1.6,1.2,0.6,1.4,1.0
Premier League,Newcastle United FC,37,3.0,1.4,1.4,0.6,1.6,0.8
Premier League,Newcastle United FC,38,1.8,1.2,0.4,0.6,1.4,0.6
Premier League,Nottingham Forest FC,6,0.4,2.2,0.2,0.8,0.2,1.4
Premier League,Nottingham Forest FC,7,0.8,2.4,0.6,0.8,0.2,1.6
Premier League,Nottingham Forest FC,8,0.8,2.8,0.6,1.2,0.2,1.6
Premier League,Nottingham Forest FC,9,1.0,3.2,0.8,1.2,0.2,2.0
Premier League,Nottingham Forest FC,10,1.0,3.6,0.8,1.6,0.2,2.0
Premier League,Nottingham Forest FC,11,1.2,2.6,1.0,1.2,0.2,1.4
Premier League,Nottingham Forest FC,12,0.8,2.2,0.6,1.2,0.2,1.0
Premier League,Nottingham Forest FC,13,0.6,1.8,0.4,0.8,0.2,1.0
Premier League,Nottingham Forest FC,14,0.4,1.2,0.2,0.8,0.2,0.4
Premier League,Nottingham Forest FC,15,0.4,1.4,0.2,0.4,0.2,1.0
Premier League,Nottingham Forest FC,16,0.6,1.6,0.2,0.4,0.4,1.2
Premier League,Nottingham Forest FC,17,0.8,1.4,0.2,0.4,0.6,1.0
Premier League,Nottingham Forest FC,18,0.8,2.0,0.2,0.8,0.6,1.2
Premier League,Nottingham Forest FC,19,0.8,2.2,0.2,1.0,0.6,1.2
Premier League,Nottingham Forest FC,20,1.0,1.2,0.4,0.8,0.6,0.4
Premier League,Nottingham Forest FC,21,1.0,0.8,0.2,0.6,0.8,0.2
Premier League,Nottingham Forest FC,22,1.0,1.0,0.2,0.8,0.8,0.2
Premier League,Nottingham Forest FC,23,1.2,0.4,0.4,0.4,0.8,0.0
Premier League,Nottingham Forest FC,24,1.0,0.6,0.4,0.4,0.6,0.2
Premier League,Nottingham Forest FC,25,1.0,0.8,0.2,0.6,0.8,0.2
Premier League,Nottingham Forest FC,26,0.6,1.6,0.2,0.6,0.4,1.0
Premier League,Nottingham Forest FC,27,0.8,1.8,0.4,0.8,0.4,1.0
Premier League,Nottingham Forest FC,28,0.8,2.4,0.2,1.2,0.6,1.2
Premier League,Nottingham Forest FC,29,1.0,2.4,0.4,1.2,0.6,1.2
Premier League,Nottingham Forest FC,30,1.0,2.4,0.6,1.0,0.4,1.4
Premier League,Nottingham Forest FC,31,1.0,2.0,0.6,1.0,0.4,1.0
Premier League,Nottingham Forest FC,32,0.6,2.0,0.4,0.8,0.2,1.2
Premier League,Nottingham Forest FC,33,0.8,2.0,0.4,0.4,0.4,1.6
Premier League,Nottingham Forest FC,34,1.2,1.8,0.4,0.4,0.8,1.4
Premier League,Nottingham Forest FC,35,1.2,2.0,0.4,0.4,0.8,1.6
Premier League,Nottingham Forest FC,36,2.0,2.2,1.0,0.6,1.0,1.6
Premier League,Nottingham Forest FC,37,2.4,2.2,1.2,0.4,1.2,1.8
Premier League,Nottingham Forest FC,38,2.2,1.6,1.4,0.4,0.8,1.2
Premier League,Southampton FC,6,1.4,1.8,0.6,0.6,0.8,1.2
Premier League,Southampton FC,7,1.2,1.2,0.4,0.4,0.8,0.8
Premier League,Southampton FC,8,0.8,1.2,0.4,0.6,0.4,0.6
Premier League,Southampton FC,9,0.4,1.2,0.4,0.8,0.0,0.4
Premier League,Southampton FC,10,0.6,1.4,0.4,0.8,0.2,0.6
Premier League,Southampton FC,11,0.2,2.0,0.0,1.0,0.2,1.0
Premier League,Southampton FC,12,0.4,2.0,0.2,0.8,0.2,1.2
Premier League,Southampton FC,13,0.6,1.6,0.4,0.6,0.2,1.0
Premier League,Southampton FC,14,0.8,1.6,0.4,0.6,0.4,1.0
Premier League,Southampton FC,15,0.6,1.4,0.4,0.8,0.2,0.6
Premier League,Southampton FC,16,0.8,1.4,0.4,0.6,0.4,0.8
Premier League,Southampton FC,17,0.8,1.8,0.4,1.2,0.4,0.6
Premier League,Southampton FC,18,0.8,2.4,0.2,1.6,0.6,0.8
Premier League,Southampton FC,19,0.8,2.6,0.2,1.6,0.6,1.0
Premier League,Southampton FC,20,0.8,2.6,0.2,1.6,0.6,1.0
Premier League,Southampton FC,21,1.0,2.0,0.2,1.6,0.8,0.4
Premier League,Southampton FC,22,0.8,1.6,0.0,1.0,0.8,0.6
Premier League,Southampton FC,23,0.6,1.6,0.0,1.0,0.6,0.6
Premier League,Southampton FC,24,0.6,1.6,0.2,0.8,0.4,0.8
Premier League,Southampton FC,25,0.8,1.4,0.4,0.6,0.4,0.8
Premier League,Southampton FC,26,0.4,1.4,0.4,0.4,0.0,1.0
Premier League,Southampton FC,27,0.6,1.2,0.6,0.4,0.0,0.8
Premier League,Southampton FC,28,0.6,0.6,0.6,0.0,0.0,0.6
Premier League,Southampton FC,29,1.0,0.8,0.4,0.2,0.6,0.6
Premier League,Southampton FC,30,0.8,1.0,0.2,0.4,0.6,0.6
Premier League,Southampton FC,31,1.0,1.6,0.2,0.6,0.8,1.0
Premier League,Southampton FC,32,0.8,2.0,0.0,0.6,0.8,1.4
Premier League,Southampton FC,33,1.4,2.6,0.4,0.8,1.0,1.8
Premier League,Southampton FC,34,0.8,2.2,0.4,0.6,0.4,1.6
Premier League,Southampton FC,35,1.0,2.6,0.6,0.4,0.4,2.2
Premier League,Southampton FC,36,1.4,2.6,0.8,0.8,0.6,1.8
Premier League,Southampton FC,37,1.4,2.6,0.8,0.8,0.6,1.8
Premier League,Southampton FC,38,1.0,2.6,0.4,1.0,0.6,1.6
Premier League,Tottenham Hotspur FC,6,2.0,0.8,0.8,0.4,1.2,0.4
Premier League,Tottenham Hotspur FC,7,1.6,0.8,0.6,0.2,1.0,0.6
Premier League,Tottenham Hotspur FC,8,1.6,1.2,1.0,0.0,0.6,1.2
Premier League,Tottenham Hotspur FC,9,2.6,1.6,1.4,0.4,1.2,1.2
Premier League,Tottenham Hotspur FC,10,2.4,2.2,1.4,0.6,1.0,1.6
Premier League,Tottenham Hotspur FC,11,2.4,2.0,1.4,0.6,1.0,1.4
Premier League,Tottenham Hotspur FC,12,2.4,1.8,1.2,0.6,1.2,1.2
Premier League,Tottenham Hotspur FC,13,2.0,1.4,0.8,0.6,1.2,0.8
Premier League,Tottenham Hotspur FC,14,1.0,1.4,0.4,0.6,0.6,0.8
Premier League,Tottenham Hotspur FC,15,1.4,1.2,0.2,0.6,1.2,0.6
Premier League,Tottenham Hotspur FC,16,1.4,1.6,0.0,1.0,1.4,0.6
Premier League,Tottenham Hotspur FC,17,1.8,2.2,0.2,1.4,1.6,0.8
Premier League,Tottenham Hotspur FC,18,2.2,2.2,0.2,1.6,2.0,0.6
Premier League,Tottenham Hotspur FC,19,2.0,2.2,0.2,1.2,1.8,1.0
Premier League,Tottenham Hotspur FC,20,2.2,1.8,0.2,1.0,2.0,0.8
Premier League,Tottenham Hotspur FC,21,2.0,1.8,0.2,1.0,1.8,0.8
Premier League,Tottenham Hotspur FC,22,1.4,1.2,0.2,0.6,1.2,0.6
Premier League,Tottenham Hotspur FC,23,1.2,0.8,0.4,0.4,0.8,0.4
Premier League,Tottenham Hotspur FC,24,1.4,1.2,0.6,1.0,0.8,0.2
Premier League,Tottenham Hotspur FC,25,1.0,1.2,0.6,1.0,0.4,0.2
Premier League,Tottenham Hotspur FC,26,1.4,0.8,0.6,0.6,0.8,0.2
Premier League,Tottenham Hotspur FC,27,1.2,1.0,0.4,0.6,0.8,0.4
Premier League,Tottenham Hotspur FC,28,1.6,1.2,0.6,0.6,1.0,0.6
Premier League,Tottenham Hotspur FC,29,2.0,1.0,0.6,0.0,1.4,1.0
Premier League,Tottenham Hotspur FC,30,1.8,1.2,0.6,0.0,1.2,1.2
Premier League,Tottenham Hotspur FC,31,1.8,1.4,0.8,0.2,1.0,1.2
Premier League,Tottenham Hotspur FC,32,2.2,1.8,1.0,0.4,1.2,1.4
Premier League,Tottenham Hotspur FC,33,1.8,2.8,0.6,1.4,1.2,1.4
Premier League,Tottenham Hotspur FC,34,1.6,2.6,0.4,1.8,1.2,0.8
Premier League,Tottenham Hotspur FC,35,2.0,3.2,0.6,2.4,1.4,0.8
Premier League,Tottenham Hotspur FC,36,1.8,3.0,0.6,2.2,1.2,0.8
Premier League,Tottenham Hotspur FC,37,1.6,2.8,0.4,2.2,1.2,0.6
Premier League,Tottenham Hotspur FC,38,1.6,2.2,0.6,1.2,1.0,1.0
Premier League,West Ham United FC,6,0.4,1.2,0.0,0.8,0.4,0.4
Premier League,West Ham United FC,7,0.6,1.2,0.0,0.6,0.6,0.6
Premier League,West Ham United FC,8,0.8,2.0,0.2,0.8,0.6,1.2
Premier League,West Ham United FC,9,0.8,1.8,0.2,0.6,0.6,1.2
Premier League,West Ham United FC,10,1.0,1.8,0.4,0.6,0.6,1.2
Premier League,West Ham United FC,11,1.4,1.8,0.6,0.6,0.8,1.2
Premier League,West Ham United FC,12,1.4,1.6,0.6,0.8,0.8,0.8
Premier League,West Ham United FC,13,1.2,0.8,0.4,0.6,0.8,0.2
Premier League,West Ham United FC,14,1.6,0.6,0.6,0.6,1.0,0.0
Premier League,West Ham United FC,15,1.2,0.8,0.4,0.8,0.8,0.0
Premier League,West Ham United FC,16,0.8,1.0,0.4,0.8,0.4,0.2
Premier League,West Ham United FC,17,0.6,1.2,0.4,0.8,0.2,0.4
Premier League,West Ham United FC,18,0.8,1.6,0.6,0.6,0.2,1.0
Premier League,West Ham United FC,19,0.4,2.0,0.4,1.0,0.0,1.0
Premier League,West Ham United FC,20,0.8,2.2,0.6,1.0,0.2,1.2
Premier League,West Ham United FC,21,0.6,2.0,0.4,0.8,0.2,1.2
Premier League,West Ham United FC,22,1.0,1.6,0.8,0.6,0.2,1.0
Premier League,West Ham United FC,23,1.0,1.2,0.8,0.8,0.2,0.4
Premier League,West Ham United FC,24,1.2,1.0,1.0,0.6,0.2,0.4
Premier League,West Ham United FC,25,0.8,1.0,0.8,0.4,0.0,0.6
Premier League,West Ham United FC,26,1.6,0.8,0.8,0.4,0.8,0.4
Premier League,West Ham United FC,27,1.2,1.6,0.4,0.6,0.8,1.0
Premier League,West Ham United FC,28,1.2,1.6,0.4,0.6,0.8,1.0
Premier League,West Ham United FC,29,1.0,2.0,0.2,0.4,0.8,1.6
Premier League,West Ham United FC,30,1.2,1.6,0.4,0.4,0.8,1.2
Premier League,West Ham United FC,31,0.6,1.6,0.6,0.4,0.0,1.2
Premier League,West Ham United FC,32,1.0,1.2,0.8,0.6,0.2,0.6
Premier League,West Ham United FC,33,1.6,1.0,1.2,0.4,0.4,0.6
Premier League,West Ham United FC,34,1.8,0.8,1.4,0.6,0.4,0.2
Premier League,West Ham United FC,35,2.2,1.6,1.6,1.2,0.6,0.4
Premier League,West Ham United FC,36,2.2,1.6,1.6,1.2,0.6,0.4
Premier League,West Ham United FC,37,1.8,1.6,1.4,1.2,0.4,0.4
Premier League,West Ham United FC,38,1.6,1.8,1.0,1.4,0.6,0.4
Premier League,Wolverhampton Wanderers FC,6,0.4,0.8,0.4,0.2,0.0,0.6
Premier League,Wolverhampton Wanderers FC,7,0.4,0.4,0.4,0.0,0.0,0.4
Premier League,Wolverhampton Wanderers FC,8,0.4,0.8,0.4,0.0,0.0,0.8
Premier League,Wolverhampton Wanderers FC,9,0.4,1.2,0.4,0.4,0.0,0.8
Premier League,Wolverhampton Wanderers FC,10,0.2,1.4,0.2,0.6,0.0,0.8
Premier League,Wolverhampton Wanderers FC,11,0.2,2.0,0.2,0.8,0.0,1.2
Premier League,Wolverhampton Wanderers FC,12,0.2,2.0,0.0,0.8,0.2,1.2
Premier League,Wolverhampton Wanderers FC,13,0.4,2.0,0.2,0.8,0.2,1.2
Premier League,Wolverhampton Wanderers FC,14,0.4,2.2,0.2,0.8,0.2,1.4
Premier League,Wolverhampton Wanderers FC,15,0.6,2.0,0.2,0.6,0.4,1.4
Premier League,Wolverhampton Wanderers FC,16,1.0,2.0,0.6,0.8,0.4,1.2
Premier League,Wolverhampton Wanderers FC,17,0.8,2.4,0.6,0.8,0.2,1.6
Premier League,Wolverhampton Wanderers FC,18,1.0,2.2,0.6,1.0,0.4,1.2
Premier League,Wolverhampton Wanderers FC,19,1.0,1.6,0.6,0.6,0.4,1.0
Premier League,Wolverhampton Wanderers FC,20,1.0,1.6,0.8,0.6,0.2,1.0
Premier League,Wolverhampton Wanderers FC,21,0.8,1.0,0.4,0.2,0.4,0.8
Premier League,Wolverhampton Wanderers FC,22,0.8,1.2,0.4,0.4,0.4,0.8
Premier League,Wolverhampton Wanderers FC,23,1.0,1.0,0.6,0.2,0.4,0.8
Premier League,Wolverhampton Wanderers FC,24,1.4,1.0,0.6,0.4,0.8,0.6
Premier League,Wolverhampton Wanderers FC,25,1.2,1.0,0.4,0.4,0.8,0.6
Premier League,Wolverhampton Wanderers FC,26,1.2,1.2,0.6,0.4,0.6,0.8
Premier League,Wolverhampton Wanderers FC,27,1.4,0.6,0.6,0.2,0.8,0.4
Premier League,Wolverhampton Wanderers FC,28,1.0,1.0,0.2,0.4,0.8,0.6
Premier League,Wolverhampton Wanderers FC,29,1.0,1.6,0.2,0.4,0.8,1.2
Premier League,Wolverhampton Wanderers FC,30,1.2,1.6,0.2,0.6,1.0,1.0
Premier League,Wolverhampton Wanderers FC,31,1.2,1.4,0.2,0.6,1.0,0.8
Premier League,Wolverhampton Wanderers FC,32,1.4,1.4,0.4,0.6,1.0,0.8
Premier League,Wolverhampton Wanderers FC,33,1.4,1.4,0.6,0.6,0.8,0.8
Premier League,Wolverhampton Wanderers FC,34,1.4,0.6,0.8,0.4,0.6,0.2
Premier League,Wolverhampton Wanderers FC,35,1.2,1.6,0.8,1.0,0.4,0.6
Premier League,Wolverhampton Wanderers FC,36,1.2,1.6,0.8,1.0,0.4,0.6
Premier League,Wolverhampton Wanderers FC,37,0.8,2.0,0.6,1.2,0.2,0.8
Premier League,Wolverhampton Wanderers FC,38,0.8,1.8,0.6,1.0,0.2,0.8
Primeira Liga,Boavista FC,6,0.8,1.2,0.2,0.4,0.6,0.8
Primeira Liga,Boavista FC,7,1.0,1.4,0.2,0.6,0.8,0.8
Primeira Liga,Boavista FC,8,1.0,1.4,0.4,0.4,0.6,1.0
Primeira Liga,Boavista FC,9,1.0,1.8,0.4,0.8,0.6,1.0
Primeira Liga,Boavista FC,10,1.2,1.4,0.6,0.6,0.6,0.8
Primeira Liga,Boavista FC,11,1.4,2.0,0.8,0.8,0.6,1.2
Primeira Liga,Boavista FC,12,1.4,2.2,0.8,1.0,0.6,1.2
Primeira Liga,Boavista FC,13,1.0,2.2,0.6,1.0,0.4,1.2
Primeira Liga,Boavista FC,14,1.2,2.2,0.6,0.8,0.6,1.4
Primeira Liga,Boavista FC,15,1.2,2.4,0.6,0.8,0.6,1.6
Primeira Liga,Boavista FC,16,1.0,1.8,0.6,0.6,0.4,1.2
Primeira Liga,Boavista FC,17,0.6,1.6,0.4,0.2,0.2,1.4
Primeira Liga,Boavista FC,18,0.8,1.6,0.6,0.2,0.2,1.4
Primeira Liga,Boavista FC,19,1.4,1.2,0.6,0.0,0.8,1.2
Primeira Liga,Boavista FC,20,1.6,1.2,0.6,0.0,1.0,1.2
Primeira Liga,Boavista FC,21,1.4,1.2,0.4,0.0,1.0,1.2
Primeira Liga,Boavista FC,22,1.6,1.6,0.4,0.0,1.2,1.6
Primeira Liga,Boavista FC,23,2.0,1.6,0.4,0.0,1.6,1.6
Primeira Liga,Boavista FC,24,1.2,1.2,0.4,0.0,0.8,1.2
Primeira Liga,Boavista FC,25,0.8,1.4,0.2,0.4,0.6,1.0
Primeira Liga,Boavista FC,26,1.0,1.8,0.2,0.4,0.8,1.4
Primeira Liga,Boavista FC,27,1.2,2.0,0.2,0.8,1.0,1.2
Primeira Liga,Boavista FC,28,1.0,2.0,0.2,0.8,0.8,1.2
Primeira Liga,Boavista FC,29,1.2,2.2,0.2,0.8,1.0,1.4
Primeira Liga,Boavista FC,30,1.8,2.0,0.8,0.6,1.0,1.4
Primeira Liga,Boavista FC,31,1.6,1.8,0.8,0.6,0.8,1.2
Primeira Liga,Boavista FC,32,1.4,1.0,0.8,0.2,0.6,0.8
Primeira Liga,Boavista FC,33,1.2,1.4,0.6,0.4,0.6,1.0
Primeira Liga,Boavista FC,34,1.2,1.4,0.6,0.4,0.6,1.0
Primeira Liga,CD Santa Clara,6,0.8,1.2,0.2,0.4,0.6,0.8
Primeira Liga,CD Santa Clara,7,0.8,1.4,0.2,0.4,0.6,1.0
Primeira Liga,CD Santa Clara,8,0.8,1.2,0.2,0.4,0.6,0.8
Primeira Liga,CD Santa Clara,9,0.6,1.0,0.2,0.6,0.4,0.4
Primeira Liga,CD Santa Clara,10,0.8,1.2,0.2,0.6,0.6,0.6
Primeira Liga,CD Santa Clara,11,0.6,1.0,0.2,0.4,0.4,0.6
Primeira Liga,CD Santa Clara,12,0.8,1.0,0.2,0.6,0.6,0.4
Primeira Liga,CD Santa Clara,13,0.6,0.8,0.0,0.6,0.6,0.2
Primeira Liga,CD Santa Clara,14,1.2,0.8,0.4,0.6,0.8,0.2
Primeira Liga,CD Santa Clara,15,1.0,0.6,0.4,0.6,0.6,0.0
Primeira Liga,CD Santa Clara,16,0.8,1.4,0.4,1.0,0.4,0.4
Primeira Liga,CD Santa Clara,17,0.6,1.2,0.4,0.8,0.2,0.4
Primeira Liga,CD Santa Clara,18,0.6,1.8,0.4,1.2,0.2,0.6
Primeira Liga,CD Santa Clara,19,0.2,2.0,0.0,1.0,0.2,1.0
Primeira Liga,CD Santa Clara,20,0.6,2.2,0.0,1.0,0.6,1.2
Primeira Liga,CD Santa Clara,21,0.6,1.6,0.0,0.6,0.6,1.0
Primeira Liga,CD Santa Clara,22,0.8,2.2,0.0,0.6,0.8,1.6
Primeira Liga,CD Santa Clara,23,1.0,2.2,0.2,0.2,0.8,2.0
Primeira Liga,CD Santa Clara,24,1.0,2.4,0.2,0.8,0.8,1.6
Primeira Liga,CD Santa Clara,25,0.6,2.2,0.2,0.6,0.4,1.6
Primeira Liga,CD Santa Clara,26,0.6,2.4,0.2,0.6,0.4,1.8
Primeira Liga,CD Santa Clara,27,0.4,2.4,0.2,1.0,0.2,1.4
Primeira Liga,CD Santa Clara,28,0.2,2.0,0.0,1.2,0.2,0.8
Primeira Liga,CD Santa Clara,29,0.2,1.8,0.0,0.8,0.2,1.0
Primeira Liga,CD Santa Clara,30,0.4,1.8,0.0,0.8,0.4,1.0
Primeira Liga,CD Santa Clara,31,0.4,2.0,0.0,1.2,0.4,0.8
Primeira Liga,CD Santa Clara,32,1.0,1.8,0.4,0.8,0.6,1.0
Primeira Liga,CD Santa Clara,33,1.6,2.6,0.6,1.2,1.0,1.4
Primeira Liga,CD Santa Clara,34,1.6,2.2,0.8,1.0,0.8,1.2
Primeira Liga,CS Marítimo,6,0.6,3.0,0.4,1.2,0.2,1.8
Primeira Liga,CS Marítimo,7,0.6,2.4,0.6,0.6,0.0,1.8
Primeira Liga,CS Marítimo,8,0.4,3.0,0.4,0.8,0.0,2.2
Primeira Liga,CS Marítimo,9,0.6,2.4,0.6,0.6,0.0,1.8
Primeira Liga,CS Marítimo,10,0.8,2.4,0.6,0.6,0.2,1.8
Primeira Liga,CS Marítimo,11,0.8,2.2,0.6,0.8,0.2,1.4
Primeira Liga,CS Marítimo,12,0.8,1.8,0.6,0.8,0.2,1.0
Primeira Liga,CS Marítimo,13,0.8,0.8,0.6,0.6,0.2,0.2
Primeira Liga,CS Marítimo,14,0.6,0.6,0.4,0.4,0.2,0.2
Primeira Liga,CS Marítimo,15,0.6,0.6,0.6,0.4,0.0,0.2
Primeira Liga,CS Marítimo,16,0.6,0.4,0.4,0.2,0.2,0.2
Primeira Liga,CS Marítimo,17,0.4,1.0,0.2,0.6,0.2,0.4
Primeira Liga,CS Marítimo,18,0.6,1.0,0.4,0.6,0.2,0.4
Primeira Liga,CS Marítimo,19,0.6,1.2,0.4,0.6,0.2,0.6
Primeira Liga,CS Marítimo,20,0.6,1.4,0.4,0.8,0.2,0.6
Primeira Liga,CS Marítimo,21,0.6,1.8,0.6,1.2,0.0,0.6
Primeira Liga,CS Marítimo,22,0.8,1.6,0.8,0.8,0.0,0.8
Primeira Liga,CS Marítimo,23,1.2,1.8,0.6,1.0,0.6,0.8
Primeira Liga,CS Marítimo,24,1.2,1.8,0.6,1.2,0.6,0.6
Primeira Liga,CS Marítimo,25,1.0,2.0,0.4,1.0,0.6,1.0
Primeira Liga,CS Marítimo,26,0.8,2.0,0.2,0.8,0.6,1.2
Primeira Liga,CS Marítimo,27,1.4,2.0,0.4,0.8,1.0,1.2
Primeira Liga,CS Marítimo,28,0.8,2.0,0.4,0.8,0.4,1.2
Primeira Liga,CS Marítimo,29,1.4,1.8,0.8,0.6,0.6,1.2
Primeira Liga,CS Marítimo,30,1.8,1.8,1.2,0.4,0.6,1.4
Primeira Liga,CS Marítimo,31,2.0,1.8,1.2,0.4,0.8,1.4
Primeira Liga,CS Marítimo,32,1.6,1.8,1.0,0.8,0.6,1.0
Primeira Liga,CS Marítimo,33,1.8,2.0,1.2,0.6,0.6,1.4
Primeira Liga,CS Marítimo,34,1.4,1.8,0.8,0.6,0.6,1.2
Primeira Liga,Casa Pia AC,6,0.6,0.2,0.2,0.0,0.4,0.2
Primeira Liga,Casa Pia AC,7,1.2,0.6,0.2,0.2,1.0,0.4
Primeira Liga,Casa Pia AC,8,1.4,0.4,0.2,0.2,1.2,0.2
Primeira Liga,Casa Pia AC,9,1.4,0.6,0.4,0.4,1.0,0.2
Primeira Liga,Casa Pia AC,10,1.2,0.8,0.2,0.4,1.0,0.4
Primeira Liga,Casa Pia AC,11,1.4,1.4,0.4,0.4,1.0,1.0
Primeira Liga,Casa Pia AC,12,1.0,1.0,0.4,0.2,0.6,0.8
Primeira Liga,Casa Pia AC,13,1.0,1.0,0.6,0.2,0.4,0.8
Primeira Liga,Casa Pia AC,14,0.8,1.2,0.6,0.0,0.2,1.2
Primeira Liga,Casa Pia AC,15,1.2,1.2,0.8,0.2,0.4,1.0
Primeira Liga,Casa Pia AC,16,1.0,0.6,0.6,0.2,0.4,0.4
Primeira Liga,Casa Pia AC,17,0.8,1.0,0.6,0.4,0.2,0.6
Primeira Liga,Casa Pia AC,18,0.8,1.6,0.4,0.4,0.4,1.2
Primeira Liga,Casa Pia AC,19,1.0,1.4,0.2,0.4,0.8,1.0
Primeira Liga,Casa Pia AC,20,0.6,1.8,0.0,0.6,0.6,1.2
Primeira Liga,Casa Pia AC,21,0.6,1.8,0.0,0.6,0.6,1.2
Primeira Liga,Casa Pia AC,22,0.6,1.4,0.0,0.4,0.6,1.0
